date,city,co_mean,co_aqi,no2_mean,no2_aqi,so2_mean,so2_aqi,pm2_5_mean,pm2_5_aqi,o3_mean,o3_aqi,temp,humidity,windspeed,max_aqi,year,Main_Pollutant,aqi_level_bin,aqi_level
1/1/2020,Bronx,0.2,2,16.25,17,0.55,0,4.68,42,0.02,19,38.2,50.3,18.6,42,2020,PM2.5,0,healthy
1/2/2020,Bronx,0.5,6,39.95,38,2.7,4,11.85,59,,,41.3,52.2,10.7,59,2020,PM2.5,1,unhealthy
1/3/2020,Bronx,0.6,7,36.95,36,1.4,1,16.23,68,0,1,46.8,79.2,6.5,68,2020,PM2.5,1,unhealthy
1/4/2020,Bronx,0.7,8,27.9,28,1.2,1,11.93,58,0.02,22,47.4,89.8,16.4,58,2020,PM2.5,1,unhealthy
1/5/2020,Bronx,0.3,3,20.35,19,0.6,0,4.43,37,0.03,26,38.6,52.1,28.1,37,2020,PM2.5,0,healthy
1/6/2020,Bronx,0.3,3,34.95,34,1.7,1,9.48,54,0.02,16,38.6,62.2,17.1,54,2020,PM2.5,1,unhealthy
1/7/2020,Bronx,0.4,5,37.4,36,2.6,3,8.1,51,0.01,11,39.9,50,11.8,51,2020,PM2.5,1,unhealthy
1/8/2020,Bronx,0.3,3,28.15,28,1.45,1,8.07,48,0.03,25,35.2,57.9,20.3,48,2020,PM2.5,0,healthy
1/9/2020,Bronx,0.3,3,40.2,40,1.7,3,6.12,44,,,29,40.1,21.5,44,2020,PM2.5,0,healthy
1/10/2020,Bronx,0.5,6,40.1,39,1.45,1,8.22,55,0.01,8,44.2,68,11.8,55,2020,PM2.5,1,unhealthy
1/11/2020,Bronx,0.4,5,39.5,39,1.55,3,10.45,56,0.03,24,57.2,73.3,17.1,56,2020,PM2.5,1,unhealthy
1/12/2020,Bronx,0.2,2,14.1,16,0.55,0,6.38,46,0.03,28,60.4,59.3,21.8,46,2020,PM2.5,0,healthy
1/13/2020,Bronx,0.4,5,27.1,27,0.7,0,9.15,54,0.01,6,41.5,74.9,10.7,54,2020,PM2.5,1,unhealthy
1/14/2020,Bronx,0.4,5,25.35,26,0.8,0,13,63,0,4,41.2,84.4,10.2,63,2020,PM2.5,1,unhealthy
1/15/2020,Bronx,0.5,6,39,40,1.6,3,12.8,62,0.02,19,45.7,67.5,13,62,2020,PM2.5,1,unhealthy
1/16/2020,Bronx,0.5,6,23.65,25,0.75,0,8.54,52,0.03,24,43.3,65.5,24.5,52,2020,PM2.5,1,unhealthy
1/17/2020,Bronx,0.2,2,14.35,14,1.05,1,5.05,39,0.03,29,26.7,37.8,27.7,39,2020,PM2.5,0,healthy
1/18/2020,Bronx,0.3,3,43.35,42,1.25,1,5.9,36,0.02,16,25.9,60.9,18.2,42,2020,NO2,0,healthy
1/19/2020,Bronx,0.3,3,20.15,21,0.75,0,6.96,46,0.03,27,38.1,62.3,21.8,46,2020,PM2.5,0,healthy
1/20/2020,Bronx,0.2,2,16.2,18,1.55,1,4.78,38,0.03,30,25.8,41.5,21,38,2020,PM2.5,0,healthy
1/21/2020,Bronx,0.2,2,25.3,30,1.7,1,5.75,41,0.02,23,26.3,46,14.1,41,2020,PM2.5,0,healthy
1/22/2020,Bronx,1,11,58.25,61,3.1,4,11.58,59,0.01,7,31.8,50.6,5.4,61,2020,NO2,1,unhealthy
1/23/2020,Bronx,1.2,14,50.5,50,4.1,6,18.68,75,0.01,7,39,47.6,8.2,75,2020,PM2.5,1,unhealthy
1/24/2020,Bronx,1.3,15,55.05,61,4.55,7,20.5,80,0.02,18,41.2,58.2,11,80,2020,PM2.5,1,unhealthy
1/25/2020,Bronx,0.4,5,32.35,31,0.35,0,6.38,47,0.03,25,42.7,87.6,25.3,47,2020,PM2.5,0,healthy
1/26/2020,Bronx,0.3,3,22.5,22,0.95,1,5.95,39,0.02,15,41.7,65.3,16.4,39,2020,PM2.5,0,healthy
1/27/2020,Bronx,0.3,3,25.85,25,1.55,1,6.9,44,0.02,18,40.6,61.4,16.7,44,2020,PM2.5,0,healthy
1/28/2020,Bronx,0.2,2,16.35,18,0.95,1,3.12,29,0.03,29,39.1,57.8,18.8,29,2020,PM2.5,0,healthy
1/29/2020,Bronx,0.2,2,21.35,23,1.4,1,4.6,39,0.03,28,35.4,46.1,13.4,39,2020,PM2.5,0,healthy
1/30/2020,Bronx,0.4,5,37.9,38,1.6,1,6.98,47,0.02,19,30.7,53.5,10.1,47,2020,PM2.5,0,healthy
1/31/2020,Bronx,0.6,7,42.75,43,1.45,1,8.55,53,0.01,7,37.2,71.5,6.8,53,2020,PM2.5,1,unhealthy
2/1/2020,Bronx,0.5,6,37.6,40,0.7,1,15.65,74,0.01,8,39.4,83.9,6,74,2020,PM2.5,1,unhealthy
2/2/2020,Bronx,0.3,3,27.65,28,0.45,0,11.58,62,0.02,21,38.5,73.9,13.6,62,2020,PM2.5,1,unhealthy
2/3/2020,Bronx,0.7,8,48.85,49,2.1,3,9.7,55,0.02,25,46.8,61.3,12.3,55,2020,PM2.5,1,unhealthy
2/4/2020,Bronx,0.8,9,47.9,46,1.85,3,14.98,64,0.02,19,48.5,74.2,9.9,64,2020,PM2.5,1,unhealthy
2/5/2020,Bronx,0.6,7,21.15,23,1.3,1,5.3,33,0.02,26,41.4,59.7,13.9,33,2020,PM2.5,0,healthy
2/6/2020,Bronx,0.3,3,21.85,22,0.55,0,5.4,42,0.02,20,38.3,89.8,14.7,42,2020,PM2.5,0,healthy
2/7/2020,Bronx,0.3,3,29.2,31,0.5,0,4.78,33,0.03,29,40,77.7,28.4,33,2020,PM2.5,0,healthy
2/8/2020,Bronx,0.3,3,31.1,32,1.05,1,7.98,52,0.03,30,34.7,46.6,19.9,52,2020,PM2.5,1,unhealthy
2/9/2020,Bronx,0.4,5,40,42,1.45,1,10.28,56,0.02,25,35.9,71.7,12,56,2020,PM2.5,1,unhealthy
2/10/2020,Bronx,0.4,5,34.4,32,0.75,1,9.25,53,0.01,12,43.7,75.3,13,53,2020,PM2.5,1,unhealthy
2/11/2020,Bronx,0.5,6,34.3,34,0.9,1,7.43,47,0.03,27,44.6,87.6,14.5,47,2020,PM2.5,0,healthy
2/12/2020,Bronx,0.3,3,27.65,28,1.05,1,8.72,54,0.03,29,41.7,50.4,19.7,54,2020,PM2.5,1,unhealthy
2/13/2020,Bronx,0.5,6,43.8,45,0.95,1,8.12,52,0.02,25,39.6,85,19.2,52,2020,PM2.5,1,unhealthy
2/14/2020,Bronx,0.3,3,16.55,15,1.55,1,5.1,35,0.03,30,30.5,44.6,21,35,2020,PM2.5,0,healthy
2/15/2020,Bronx,0.3,3,28.7,26,1.45,1,5.62,34,0.02,21,22.7,47.3,11.7,34,2020,PM2.5,0,healthy
2/16/2020,Bronx,0.6,7,45.75,46,1.9,3,10.6,58,0.02,18,36.3,58.8,12.8,58,2020,PM2.5,1,unhealthy
2/17/2020,Bronx,0.6,7,32.15,31,2.15,3,10.02,56,0.03,33,43.5,46.3,12.2,56,2020,PM2.5,1,unhealthy
2/18/2020,Bronx,0.3,3,29.25,32,0.8,1,9.38,57,0.02,27,40.8,74.1,12.3,57,2020,PM2.5,1,unhealthy
2/19/2020,Bronx,0.3,3,31.2,30,0.8,1,6.28,42,0.04,34,42.4,47.3,17.3,42,2020,PM2.5,0,healthy
2/20/2020,Bronx,0.2,2,15.45,17,1.15,1,4.6,27,0.03,31,31.8,40.9,16,31,2020,O3,0,healthy
2/21/2020,Bronx,0.3,3,29.4,29,1.15,1,4.62,29,0.03,33,28.4,36,15.6,33,2020,O3,0,healthy
2/22/2020,Bronx,0.4,5,43.5,42,2,3,8.85,54,0.03,31,39.7,26.1,11.4,54,2020,PM2.5,1,unhealthy
2/23/2020,Bronx,0.5,6,53.75,51,3.2,4,11.82,59,0.04,35,46,26.7,11.9,59,2020,PM2.5,1,unhealthy
2/24/2020,Bronx,1,11,59.55,60,4.5,6,17.48,73,0.03,29,49.1,42.4,10.7,73,2020,PM2.5,1,unhealthy
2/25/2020,Bronx,0.4,5,45.2,44,2,3,11.18,60,0.02,23,48.3,75.4,8.3,60,2020,PM2.5,1,unhealthy
2/26/2020,Bronx,0.3,3,25.45,30,0.3,0,5.9,44,0.04,36,45.5,89.6,14.3,44,2020,PM2.5,0,healthy
2/27/2020,Bronx,0.2,2,16.95,21,0.45,0,3,22,0.03,33,39.7,57.9,25.8,33,2020,O3,0,healthy
2/28/2020,Bronx,0.3,3,22.3,22,0.9,1,6.82,44,0.03,31,34.8,34.6,20.9,44,2020,PM2.5,0,healthy
2/29/2020,Bronx,0.3,3,15.75,16,0.75,0,5.3,34,0.03,32,31,38,19.4,34,2020,PM2.5,0,healthy
3/1/2020,Bronx,0.3,3,43.3,42,1.25,1,5.9,42,0.04,36,34.4,42,17.1,42,2020,NO2,0,healthy
3/2/2020,Bronx,0.4,5,50,48,1.1,1,12.62,60,0.03,31,47.8,49.2,12.5,60,2020,PM2.5,1,unhealthy
3/3/2020,Bronx,0.4,5,36.1,35,0.85,1,11.77,59,0.03,26,53,72.9,13.9,59,2020,PM2.5,1,unhealthy
3/4/2020,Bronx,0.3,3,20.8,21,0.6,0,4.83,39,0.04,32,50.4,45.1,25.2,39,2020,PM2.5,0,healthy
3/5/2020,Bronx,0.2,2,26.45,26,0.85,1,5.75,37,0.03,32,44.7,48.9,18.3,37,2020,PM2.5,0,healthy
3/6/2020,Bronx,0.3,3,38.25,39,0.6,0,6,46,0.03,29,41.2,76.2,14.6,46,2020,PM2.5,0,healthy
3/7/2020,Bronx,0.2,2,17.9,17,1.45,1,3.63,27,0.04,37,40.8,44.3,19.1,37,2020,O3,0,healthy
3/8/2020,Bronx,0.3,3,24.65,23,1.05,1,5.6,34,0.03,33,46.5,29.6,12.6,34,2020,PM2.5,0,healthy
3/9/2020,Bronx,0.5,6,38.9,41,2.1,3,10.07,54,0.04,35,58.1,26.9,13.6,54,2020,PM2.5,1,unhealthy
3/10/2020,Bronx,0.4,5,35.95,35,1.25,1,10.15,54,0.03,29,60.5,47.1,15.9,54,2020,PM2.5,1,unhealthy
3/11/2020,Bronx,0.3,3,34.35,42,0.85,1,5.38,34,0.03,30,50.8,45.7,16.9,42,2020,NO2,0,healthy
3/12/2020,Bronx,0.5,6,50,56,1.7,1,8.72,53,0.03,28,45.2,67,10.1,56,2020,NO2,1,unhealthy
3/13/2020,Bronx,0.3,3,33.9,36,0.45,0,5.7,39,0.04,38,55.5,65.5,21.9,39,2020,PM2.5,0,healthy
3/14/2020,Bronx,0.2,2,12.8,13,0.6,0,3.5,25,0.04,35,48.7,34.1,18.3,35,2020,O3,0,healthy
3/15/2020,Bronx,0.2,2,16.15,20,0.9,1,3.28,23,0.04,37,46.8,35.8,11.6,37,2020,O3,0,healthy
3/16/2020,Bronx,0.2,2,17.75,21,0.65,0,4.55,31,0.04,34,39.1,44.9,14.2,34,2020,O3,0,healthy
3/17/2020,Bronx,0.3,3,33.05,34,0.65,0,6.72,44,0.03,27,47,72.6,10.6,44,2020,PM2.5,0,healthy
3/18/2020,Bronx,0.2,2,26.25,25,2.05,3,6.7,48,0.03,33,47.4,45.2,14.2,48,2020,PM2.5,0,healthy
3/19/2020,Bronx,0.3,3,26.7,30,0.65,0,4.38,32,0.03,29,46.6,79,13.9,32,2020,PM2.5,0,healthy
3/20/2020,Bronx,0.5,6,39.2,37,1.2,1,10.22,58,0.04,34,58.4,72.1,17.9,58,2020,PM2.5,1,unhealthy
3/21/2020,Bronx,0.2,2,10.65,10,0.55,0,3.62,22,0.04,38,49.4,38.7,18.8,38,2020,O3,0,healthy
3/22/2020,Bronx,0.2,2,13.25,15,0.85,0,5.42,33,0.04,38,38.3,38.6,15,38,2020,O3,0,healthy
3/23/2020,Bronx,0.3,3,15.35,17,1.4,1,3.4,27,0.03,33,38.1,77.3,15.5,33,2020,O3,0,healthy
3/24/2020,Bronx,0.2,2,18.95,23,1.2,1,3.18,21,0.04,36,44.5,63.6,14,36,2020,O3,0,healthy
3/25/2020,Bronx,0.2,2,14.4,14,0.5,0,5.28,37,0.03,33,42.6,70.5,18.3,37,2020,PM2.5,0,healthy
3/26/2020,Bronx,0.3,3,36.45,36,1.55,1,6.88,48,0.03,32,46.3,58.8,13.7,48,2020,PM2.5,0,healthy
3/27/2020,Bronx,0.3,3,40.05,45,1.3,1,6.1,38,0.04,43,57.6,47.5,10.8,45,2020,NO2,0,healthy
3/28/2020,Bronx,0.3,3,15.6,16,0.55,0,4.55,30,0.04,41,47.4,66.5,15.6,41,2020,O3,0,healthy
3/29/2020,Bronx,0.2,2,8.85,9,0.1,0,1.95,17,0.04,40,45.4,92.3,20.3,40,2020,O3,0,healthy
3/30/2020,Bronx,0.3,3,24.2,27,0.4,0,5.88,46,0.03,29,46.1,81.6,10.1,46,2020,PM2.5,0,healthy
3/31/2020,Bronx,0.3,3,15.7,17,0.7,1,3.18,25,0.04,36,44,73.2,12,36,2020,O3,0,healthy
4/1/2020,Bronx,0.2,2,16.9,16,1.2,1,4.28,31,0.04,40,46.3,51.4,14.7,40,2020,O3,0,healthy
4/2/2020,Bronx,0.2,2,10.65,12,0.7,0,2.52,19,0.04,38,48.6,44.6,25.7,38,2020,O3,0,healthy
4/3/2020,Bronx,0.2,2,10.05,9,1.05,1,1.78,12,0.03,31,49.5,64.6,22.3,31,2020,O3,0,healthy
4/4/2020,Bronx,0.2,2,17.4,18,0.6,0,2.7,17,0.04,35,51.4,67.4,11.8,35,2020,O3,0,healthy
4/5/2020,Bronx,0.3,3,30.25,35,1.2,1,10.22,56,0.03,25,53.1,70.8,11.2,56,2020,PM2.5,1,unhealthy
4/6/2020,Bronx,0.3,3,17,19,1.1,1,4.28,32,0.04,39,55.7,49.3,12.2,39,2020,O3,0,healthy
4/7/2020,Bronx,0.2,2,28.15,31,0.7,1,5.22,34,0.05,45,57.1,35.1,17.1,45,2020,O3,0,healthy
4/8/2020,Bronx,0.3,3,25.95,31,0.3,0,9.4,56,0.04,35,55.6,71.1,9.1,56,2020,PM2.5,1,unhealthy
4/9/2020,Bronx,0.2,2,29.3,35,0.45,0,4.7,37,0.04,40,51.2,66.2,26.5,40,2020,O3,0,healthy
4/10/2020,Bronx,0.2,2,11.7,11,0.2,0,2.8,20,0.03,33,44,50.4,29,33,2020,O3,0,healthy
4/11/2020,Bronx,0.2,2,21.65,22,0.65,0,4.18,29,0.04,41,47,34.2,16.9,41,2020,O3,0,healthy
4/12/2020,Bronx,0.4,5,42.25,41,0.7,0,7.78,48,0.04,44,52.9,46.6,14,48,2020,PM2.5,0,healthy
4/13/2020,Bronx,0.2,2,13.95,13,0.35,0,6.05,46,0.04,40,58.8,83,27,46,2020,PM2.5,0,healthy
4/14/2020,Bronx,0.2,2,20,21,0.4,0,3.75,26,0.04,42,52.6,43.4,18.8,42,2020,O3,0,healthy
4/15/2020,Bronx,0.2,2,18.55,18,1.05,1,4.8,36,0.04,42,47.8,38.5,14.1,42,2020,O3,0,healthy
4/16/2020,Bronx,0.2,2,14.9,14,0.55,0,4.75,31,0.04,38,45.1,37.5,20.4,38,2020,O3,0,healthy
4/17/2020,Bronx,0.2,2,22.05,22,0.7,0,7.22,52,0.04,40,42.9,46.2,14,52,2020,PM2.5,1,unhealthy
4/18/2020,Bronx,0.2,2,20.35,20,0.3,0,4.45,36,0.03,32,44,75.6,14.3,36,2020,PM2.5,0,healthy
4/19/2020,Bronx,0.3,3,26.9,27,0.8,0,7.02,50,0.05,47,51.4,41.1,16.1,50,2020,PM2.5,0,healthy
4/20/2020,Bronx,0.2,2,40.7,42,1.45,3,4,28,0.04,37,52.5,43,11.5,42,2020,NO2,0,healthy
4/21/2020,Bronx,0.3,3,27.6,28,0.65,1,5.1,37,0.04,35,49.9,62.6,21.3,37,2020,PM2.5,0,healthy
4/22/2020,Bronx,0.2,2,12.1,14,0.7,0,3.22,23,0.04,37,43.5,33.4,23.5,37,2020,O3,0,healthy
4/23/2020,Bronx,0.2,2,26.2,25,0.95,1,7.08,52,0.03,31,44.7,39.2,10.4,52,2020,PM2.5,1,unhealthy
4/24/2020,Bronx,0.2,2,24.75,27,0.3,0,5,37,0.03,31,46.3,86.1,15.1,37,2020,PM2.5,0,healthy
4/25/2020,Bronx,0.4,5,34.3,38,2.2,3,6.88,47,0.04,42,52.5,60.2,13.2,47,2020,PM2.5,0,healthy
4/26/2020,Bronx,0.2,2,11.75,14,0.5,0,3.92,32,0.04,39,47.8,77.4,25.1,39,2020,O3,0,healthy
4/27/2020,Bronx,0.2,2,12.9,13,1,1,1.3,11,0.03,32,44.6,72.2,15.9,32,2020,O3,0,healthy
4/28/2020,Bronx,0.2,2,26.35,29,0.9,0,4.2,29,0.04,40,52.1,52.7,10.1,40,2020,O3,0,healthy
4/29/2020,Bronx,0.2,2,26.4,30,0.35,0,5.95,44,0.04,39,50.6,75,17.4,44,2020,PM2.5,0,healthy
4/30/2020,Bronx,0.1,1,19.6,25,0.35,0,6.98,52,0.04,42,55.5,83,27.1,52,2020,PM2.5,1,unhealthy
5/1/2020,Bronx,0.2,2,24.75,29,0.65,0,3.45,31,0.04,41,58.7,80,15.4,41,2020,O3,0,healthy
5/2/2020,Bronx,0.2,2,13.7,13,0.7,0,3.48,25,0.04,37,63,40.8,16.3,37,2020,O3,0,healthy
5/3/2020,Bronx,0.2,2,19.2,20,0.5,0,6.82,43,0.05,47,68.1,50.3,13.4,47,2020,O3,0,healthy
5/4/2020,Bronx,0.3,3,23.25,29,0.55,0,3.38,25,0.04,39,63.2,42.3,22.6,39,2020,O3,0,healthy
5/5/2020,Bronx,0.2,2,20.6,24,0.45,0,2.92,24,0.04,42,54,33.9,17.7,42,2020,O3,0,healthy
5/6/2020,Bronx,0.2,2,20.7,23,0.3,0,4.2,32,0.03,33,49.5,67.1,17,33,2020,O3,0,healthy
5/7/2020,Bronx,0.2,2,18.4,20,0.45,0,3.58,27,0.04,42,56.6,40.5,15.6,42,2020,O3,0,healthy
5/8/2020,Bronx,0.2,2,18.45,19,0.45,0,3.78,31,0.03,31,49.4,56.3,16.3,31,2020,PM2.5,0,healthy
5/9/2020,Bronx,0.2,2,11.45,11,0.3,0,1.7,15,0.03,26,41,50.2,22.1,26,2020,O3,0,healthy
5/10/2020,Bronx,0.2,2,14.7,14,0.6,0,4.12,32,0.04,43,52.2,34.2,18.1,43,2020,O3,0,healthy
5/11/2020,Bronx,0.2,2,29.45,36,0.65,1,3.8,27,0.04,34,53.3,58.9,21.4,36,2020,NO2,0,healthy
5/12/2020,Bronx,0.1,1,12.8,11,0.45,0,2.9,23,0.04,43,51.3,38.7,25.2,43,2020,O3,0,healthy
5/13/2020,Bronx,0.2,2,34.9,40,0.75,0,4.22,31,0.04,43,52.1,36.9,16.9,43,2020,O3,0,healthy
5/14/2020,Bronx,0.3,3,42.45,42,1.2,1,6.4,40,0.05,47,57.9,44.3,16,47,2020,O3,0,healthy
5/15/2020,Bronx,0.3,3,25.9,25,0.5,0,11.22,57,0.06,64,72.4,57.6,16.6,64,2020,O3,1,unhealthy
5/16/2020,Bronx,0.2,2,21.75,27,0.6,0,2.75,25,0.04,42,69.5,55.2,11.8,42,2020,O3,0,healthy
5/17/2020,Bronx,0.2,2,9.6,9,0.6,0,2.22,22,0.05,44,60,57,16.3,44,2020,O3,0,healthy
5/18/2020,Bronx,0.1,1,12.25,17,0.9,1,2.88,25,0.05,44,59.9,60.7,14,44,2020,O3,0,healthy
5/19/2020,Bronx,0.1,1,10.65,13,1.5,3,3.72,29,0.04,40,60.1,44.6,23.1,40,2020,O3,0,healthy
5/20/2020,Bronx,0.1,1,13.85,15,0.8,1,2.78,24,0.04,39,56.6,43.6,17.1,39,2020,O3,0,healthy
5/21/2020,Bronx,0.2,2,25.65,25,4.05,6,5.98,43,0.04,35,56.1,62.4,15.4,43,2020,PM2.5,0,healthy
5/22/2020,Bronx,0.4,5,34.25,32,1.15,1,6.7,48,0.04,36,64.6,71.9,16,48,2020,PM2.5,0,healthy
5/23/2020,Bronx,0.1,1,13.55,17,0.25,0,3.08,32,0.04,34,62,86.7,20.8,34,2020,O3,0,healthy
5/24/2020,Bronx,0.2,2,12.85,11,0.45,0,5.78,42,0.04,36,59.2,62.5,17.4,42,2020,PM2.5,0,healthy
5/25/2020,Bronx,0.2,2,20.85,27,0.25,0,4.82,39,0.03,29,61.2,78.8,13.7,39,2020,PM2.5,0,healthy
5/26/2020,Bronx,0.3,3,26.4,29,0.55,0,6.93,53,0.03,27,65.6,77.2,11.7,53,2020,PM2.5,1,unhealthy
5/27/2020,Bronx,0.2,2,19.55,19,0.3,0,2.76,26,0.03,29,67,78.2,14.1,29,2020,O3,0,healthy
5/28/2020,Bronx,0.2,2,18.45,19,0.25,0,4.47,39,0.02,19,68.9,84.8,20.7,39,2020,PM2.5,0,healthy
5/29/2020,Bronx,0.2,2,18.65,19,0.45,0,5.5,46,0.02,22,72.5,79.9,19.1,46,2020,PM2.5,0,healthy
5/30/2020,Bronx,0.2,2,21.5,21,0.45,0,3.42,31,0.04,40,73.6,56.4,15.3,40,2020,O3,0,healthy
5/31/2020,Bronx,0.1,1,4.95,5,0.3,0,0.9,16,0.03,31,64.2,38.2,21.1,31,2020,O3,0,healthy
6/1/2020,Bronx,0.2,2,22.5,30,0.35,0,2.02,20,0.04,37,61.8,37.9,16.3,37,2020,O3,0,healthy
6/2/2020,Bronx,0.3,3,33.75,32,0.6,0,5.18,36,0.05,46,67.6,39.7,16.5,46,2020,O3,0,healthy
6/3/2020,Bronx,0.3,3,23.05,23,0.5,0,8.45,50,0.05,44,71.6,67.8,14.4,50,2020,PM2.5,0,healthy
6/4/2020,Bronx,0.3,3,33.05,39,0.4,0,8.8,54,0.06,77,76.1,61.7,13.7,77,2020,O3,1,unhealthy
6/5/2020,Bronx,0.3,3,26.7,25,0.25,0,9.1,55,0.04,34,73.8,79.6,13.6,55,2020,PM2.5,1,unhealthy
6/6/2020,Bronx,0.3,3,26.35,26,0.3,0,6.55,53,0.05,51,78,63.6,23.7,53,2020,PM2.5,1,unhealthy
6/7/2020,Bronx,0.2,2,11.55,10,0.25,0,2.2,22,0.03,31,70.9,41.4,18.3,31,2020,O3,0,healthy
6/8/2020,Bronx,0.2,2,33.15,32,0.35,0,3.3,26,0.03,32,70.8,40.6,10.4,32,2020,NO2,0,healthy
6/9/2020,Bronx,0.2,2,24.75,25,1.2,1,7.98,47,0.07,108,78.9,41.4,14.5,108,2020,O3,1,unhealthy
6/10/2020,Bronx,0.2,2,17.55,16,0.65,0,9.6,56,0.05,50,76.1,62.8,17.4,56,2020,PM2.5,1,unhealthy
6/11/2020,Bronx,0.3,3,28.1,29,0.3,0,9.7,56,0.03,27,74.4,79,14.5,56,2020,PM2.5,1,unhealthy
6/12/2020,Bronx,0.3,3,17.15,16,0.35,0,3.72,33,0.05,48,77.8,48.5,12.6,48,2020,O3,0,healthy
6/13/2020,Bronx,0.2,2,4.7,5,0.2,0,0.98,17,0.04,37,68.3,41.1,14.5,37,2020,O3,0,healthy
6/14/2020,Bronx,0.1,1,11.3,11,0.45,0,2.44,19,0.04,37,64.2,45.4,12.9,37,2020,O3,0,healthy
6/15/2020,Bronx,0.3,3,15.95,17,1.35,3,3.88,31,0.04,38,67.1,53.6,14.8,38,2020,O3,0,healthy
6/16/2020,Bronx,0.2,2,17.2,19,1.65,3,3.88,32,0.04,37,69.4,52.3,14.5,37,2020,O3,0,healthy
6/17/2020,Bronx,0.1,1,14.65,16,0.5,0,3.34,27,0.03,31,69.4,64.3,16,31,2020,O3,0,healthy
6/18/2020,Bronx,0.2,2,14.55,15,0.3,0,3.22,33,0.02,20,70.4,79.4,12,33,2020,PM2.5,0,healthy
6/19/2020,Bronx,0.2,2,22.45,24,0.45,0,4.92,39,0.04,38,74.1,70.1,18.2,39,2020,PM2.5,0,healthy
6/20/2020,Bronx,0.3,3,27.9,27,0.65,0,9.82,58,0.05,47,77.6,63.5,13.4,58,2020,PM2.5,1,unhealthy
6/21/2020,Bronx,0.3,3,23.15,23,0.65,0,6.52,48,0.04,43,78.4,62.3,13.3,48,2020,PM2.5,0,healthy
6/22/2020,Bronx,0.2,2,25.2,24,0.65,0,5.05,41,0.06,80,81.5,58.5,14.6,80,2020,O3,1,unhealthy
6/23/2020,Bronx,0.2,2,30.8,29,0.65,0,9.94,58,0.05,51,80.1,63.1,14,58,2020,PM2.5,1,unhealthy
6/24/2020,Bronx,0.2,2,18.1,18,0.75,0,8.07,52,0.05,44,80.5,53.7,18.1,52,2020,PM2.5,1,unhealthy
6/25/2020,Bronx,0.2,2,18.5,19,0.75,0,6.65,44,0.06,80,79,42.1,19.8,80,2020,O3,1,unhealthy
6/26/2020,Bronx,0.2,2,28.75,27,1.25,1,6.7,50,0.06,54,79.5,46,13.6,54,2020,O3,1,unhealthy
6/27/2020,Bronx,0.3,3,28.7,30,1.3,1,10.75,57,0.05,44,77.9,60,12.7,57,2020,PM2.5,1,unhealthy
6/28/2020,Bronx,0.4,5,23.15,22,0.7,1,9.33,57,0.06,67,80.3,66.5,12.7,67,2020,O3,1,unhealthy
6/29/2020,Bronx,0.3,3,14.55,15,0.3,0,5.34,48,0.04,35,77.4,64.7,12.6,48,2020,PM2.5,0,healthy
6/30/2020,Bronx,0.2,2,15.75,16,0.45,0,2.72,33,0.04,35,73,70,12,35,2020,O3,0,healthy
7/1/2020,Bronx,0.3,3,22.3,25,0.45,0,4.95,42,0.05,45,74.1,71.3,9.8,45,2020,O3,0,healthy
7/2/2020,Bronx,0.2,2,23.75,31,0.45,0,7.26,53,0.04,38,80.6,56.4,11,53,2020,PM2.5,1,unhealthy
7/3/2020,Bronx,0.3,3,13.55,13,0.5,0,11.95,63,0.04,43,81.9,59.4,12.9,63,2020,PM2.5,1,unhealthy
7/4/2020,Bronx,0.2,2,11.05,10,1.05,1,16.77,77,0.04,39,76,69.3,10.3,77,2020,PM2.5,1,unhealthy
7/5/2020,Bronx,0.3,3,33.85,36,0.7,0,15.66,66,0.05,47,81.8,58.4,11,66,2020,PM2.5,1,unhealthy
7/6/2020,Bronx,0.5,6,39.25,38,0.85,1,10.72,60,0.06,71,81,60,14.7,71,2020,O3,1,unhealthy
7/7/2020,Bronx,0.3,3,12.85,16,0.2,0,6.5,53,0.04,34,75.6,76.4,12.2,53,2020,PM2.5,1,unhealthy
7/8/2020,Bronx,0.2,2,20.7,20,0.3,0,7.9,56,0.03,33,80.1,73.4,11.3,56,2020,PM2.5,1,unhealthy
7/9/2020,Bronx,0.2,2,21.35,22,1,1,6.6,52,0.04,36,82,66.1,13.1,52,2020,PM2.5,1,unhealthy
7/10/2020,Bronx,0.2,2,8.15,8,0.25,0,1.2,31,0.02,19,75.6,87.2,19.1,31,2020,PM2.5,0,healthy
7/11/2020,Bronx,0.3,3,21.85,22,0.4,0,5.62,46,0.04,34,78.9,79.4,14.8,46,2020,PM2.5,0,healthy
7/12/2020,Bronx,0.3,3,11.1,10,0.5,0,4.03,42,0.04,38,81.5,55,12.9,42,2020,PM2.5,0,healthy
7/13/2020,Bronx,0.2,2,13.45,13,0.35,0,3.58,39,0.05,43,81.1,54.5,11.5,43,2020,O3,0,healthy
7/14/2020,Bronx,0.2,2,10.15,10,0.3,0,3.42,32,0.03,30,79.3,51.3,10.6,32,2020,PM2.5,0,healthy
7/15/2020,Bronx,0.2,2,12.2,14,0.4,0,3.9,39,0.04,40,75.6,67,12.1,40,2020,O3,0,healthy
7/16/2020,Bronx,0.1,1,8.4,10,0.4,0,2,29,0.03,28,73.9,61.4,11.6,29,2020,PM2.5,0,healthy
7/17/2020,Bronx,0.2,2,16.45,15,0.45,0,6.94,50,0.04,44,76.4,72.9,9.9,50,2020,PM2.5,0,healthy
